"displ_1999","displ_2000","displ_2001","displ_2002","displ_2003","displ_2004","displ_2005","displ_2006","displ_2007","displ_2008","displ_2009","displ_2010","displ_2011","displ_2012","displ_2013","displ_2014","admin2Pcod","displ_mean"
0,70,0,0,0,15,43,13,0,1,8,34,4,0,4,1,"CO68500",12.0625
0,0,0,0,0,0,0,NA,11,0,7,35,0,3,0,0,"CO68502",3.73333333333333
0,0,0,0,0,0,0,NA,0,5,NA,0,0,0,0,0,"CO68522",0.357142857142857
0,0,0,16,7,0,0,NA,0,NA,3,0,3,0,3,0,"CO68524",2.28571428571429
0,0,0,0,0,0,0,NA,0,7,NA,0,0,0,0,0,"CO68533",0.5
651,0,165,568,218,252,518,866,671,516,858,88,230,65,32,11,"CO68547",356.8125
0,0,0,0,0,0,9,NA,0,NA,NA,0,0,0,0,0,"CO68549",0.692307692307692
0,0,0,0,7,0,0,NA,0,17,9,10,10,10,15,0,"CO68572",5.2
0,0,0,0,0,0,45,NA,65,28,18,41,1,21,13,10,"CO68573",16.1333333333333
631,80,54,44,37,26,202,NA,229,190,121,213,24,147,126,49,"CO68575",144.866666666667
0,0,36,49,65,59,84,124,87,44,32,175,12,76,41,3,"CO68615",55.4375
630,0,10,0,0,77,82,NA,103,138,149,175,113,79,46,26,"CO68655",108.533333333333
0,0,40,0,0,7,0,NA,0,8,NA,36,0,2,0,0,"CO68669",6.64285714285714
0,0,0,0,0,0,0,NA,0,6,NA,0,0,2,0,0,"CO68673",0.571428571428571
0,0,25,24,16,39,74,53,40,32,12,5,18,7,0,0,"CO68679",21.5625
0,0,0,0,0,0,0,NA,0,0,NA,6,0,0,0,0,"CO68682",0.428571428571429
0,0,0,0,0,7,0,NA,0,0,NA,0,0,7,0,0,"CO68684",1
0,0,0,0,0,200,0,NA,0,NA,NA,13,0,0,0,0,"CO68686",16.3846153846154
0,0,0,0,20,41,160,94,135,121,43,149,6,106,62,34,"CO68689",60.6875
0,0,0,0,5,0,0,NA,0,0,NA,6,0,3,0,0,"CO68705",1
0,0,0,0,0,0,0,NA,0,1,NA,37,1,38,6,0,"CO68720",5.92857142857143
0,0,0,28,11,28,31,56,31,11,6,43,9,16,40,8,"CO68745",19.875
0,0,25,16,34,31,52,44,55,85,39,3,25,5,22,0,"CO68755",27.25
0,0,0,0,0,13,49,67,17,NA,3,19,7,0,0,4,"CO68770",11.9333333333333
0,0,0,0,0,8,0,NA,13,2,NA,63,0,30,43,20,"CO68773",12.7857142857143
0,120,40,0,136,29,25,23,12,8,NA,13,0,0,0,0,"CO68780",27.0666666666667
0,0,0,0,8,0,0,NA,0,10,NA,3,0,4,4,1,"CO68820",2.14285714285714
0,0,0,0,0,0,24,NA,0,0,NA,4,1,0,0,0,"CO68855",2.07142857142857
0,70,166,78,18,0,23,26,130,39,20,47,9,39,27,1,"CO68861",43.3125
0,0,0,0,0,0,0,NA,0,0,NA,0,0,4,0,0,"CO68867",0.285714285714286
0,0,0,0,0,0,0,NA,1,0,NA,0,0,4,0,9,"CO68872",1
0,0,0,22,4,0,0,NA,0,5,NA,13,0,0,3,0,"CO68895",3.35714285714286
6000,1026,9700,10814,3850,5448,5341,2780,4534,2476,1317,1216,1392,214,150,104,"CO70001",3522.625
0,100,16,97,205,10,31,24,0,78,32,21,13,21,22,6,"CO70110",42.25
55,0,0,0,2,0,0,NA,0,11,16,0,36,10,27,6,"CO70124",10.8666666666667
353,1675,227,0,10,51,55,47,25,6,NA,27,2,12,30,2,"CO70204",168.133333333333
195,484,508,693,336,767,1185,570,526,1014,1256,44,121,41,25,5,"CO70215",485.625
0,0,0,0,0,0,31,NA,32,22,8,9,46,4,24,3,"CO70221",11.9333333333333
308,1370,599,0,0,17,0,NA,0,11,10,61,2,15,13,5,"CO70230",160.733333333333
0,0,0,0,0,17,0,NA,6,7,15,16,8,41,22,5,"CO70233",9.13333333333333
0,0,50,278,16,29,83,81,43,171,80,39,27,56,30,6,"CO70235",61.8125
636,100,38,515,410,96,192,97,262,19,27,72,94,148,182,25,"CO70265",182.0625
30,0,0,0,0,0,53,9,39,0,20,4,24,3,10,0,"CO70400",12
134,40,110,339,22,43,186,136,61,134,27,34,65,21,56,2,"CO70418",88.125
782,0,83,118,57,15,0,NA,18,16,71,138,2,132,124,52,"CO70429",107.2
0,311,84,178,42,116,111,66,23,101,27,16,12,24,10,4,"CO70473",70.3125
355,1007,1230,342,181,447,432,259,611,73,11,156,0,61,34,24,"CO70508",326.4375
0,0,0,12,0,0,48,35,14,NA,6,9,3,26,24,1,"CO70523",11.8666666666667
47,82,84,81,106,65,142,56,89,137,99,22,119,31,32,17,"CO70670",75.5625
0,0,10,27,0,180,149,142,107,175,81,169,235,72,52,5,"CO70678",87.75
0,23,0,59,0,0,0,NA,2,10,NA,6,18,12,5,0,"CO70702",9.64285714285714
62,0,150,15,0,61,46,104,3,64,51,186,46,162,157,45,"CO70708",72
90,520,310,88,376,254,403,405,368,134,49,137,45,162,77,88,"CO70713",219.125
29,0,32,170,116,93,65,29,75,49,48,27,26,37,18,18,"CO70717",52
60,0,93,567,7,59,22,33,31,12,3,44,15,19,14,2,"CO70742",61.3125
36,0,0,110,5,62,0,NA,20,24,12,212,13,100,136,14,"CO70771",49.6
148,52,10,36,5,71,41,59,29,11,8,22,0,8,12,30,"CO70820",33.875
0,362,30,167,70,186,131,71,171,312,53,118,21,91,37,3,"CO70823",113.9375
2550,6550,5000,11075,1345,5330,6765,1605,5206,6708,4637,2853,3395,1035,977,400,"CO73001",4089.4375
0,65,0,0,0,0,0,83,16,NA,17,101,16,45,30,15,"CO73024",25.8666666666667
0,0,0,0,4,38,22,NA,20,23,21,144,24,81,67,6,"CO73026",30
0,0,0,0,1,10,7,38,13,15,18,39,0,37,28,11,"CO73030",13.5625
0,0,0,0,5,5,28,NA,33,53,32,325,134,253,330,73,"CO73043",84.7333333333333
0,0,35,0,0,13,15,NA,8,25,NA,87,1,20,27,9,"CO73055",17.1428571428571
141,134,40,100,0,33,51,NA,70,47,38,447,30,571,632,253,"CO73067",172.466666666667
0,0,32,0,217,252,317,81,368,180,202,419,203,244,215,110,"CO73124",177.5
0,0,0,0,5,8,0,21,19,37,39,28,30,2,5,3,"CO73148",12.3125
0,0,0,0,5,45,0,NA,49,0,NA,106,0,78,58,9,"CO73152",25
410,1688,810,120,45,138,56,124,541,545,261,1071,334,892,698,316,"CO73168",503.0625
0,0,0,0,23,0,76,NA,24,18,1,21,1,29,27,12,"CO73200",15.4666666666667
174,0,96,405,112,47,0,59,19,12,3,477,1,512,738,272,"CO73217",182.9375
0,48,38,0,5,53,82,56,79,55,10,102,18,199,126,39,"CO73226",56.875
98,0,60,120,0,34,0,1430,9,23,26,145,18,126,152,52,"CO73236",143.3125
0,0,170,0,54,0,99,65,98,126,152,92,69,32,33,0,"CO73268",61.875
0,0,30,0,0,12,20,NA,6,16,19,54,9,30,32,10,"CO73270",15.8666666666667
0,0,11,0,10,10,13,21,34,24,28,10,19,17,17,0,"CO73275",13.375
46,0,10,0,20,61,70,64,66,47,44,243,72,75,73,46,"CO73283",58.5625
0,0,13,5,7,12,19,NA,34,33,39,71,39,56,65,17,"CO73319",27.3333333333333
0,0,0,0,0,0,0,NA,17,NA,NA,94,9,66,29,11,"CO73347",17.3846153846154
0,0,0,0,0,12,21,33,7,14,NA,71,0,36,34,1,"CO73349",15.2666666666667
133,0,150,0,0,45,70,25,48,42,34,220,30,150,151,28,"CO73352",70.375
0,0,0,0,6,26,10,149,96,170,67,78,27,73,35,22,"CO73408",47.4375
138,0,493,50,1308,162,263,85,453,717,810,749,290,225,327,92,"CO73411",385.125
0,0,49,0,0,5,33,39,99,86,76,124,34,51,74,20,"CO73443",43.125
0,0,18,0,25,45,58,44,86,82,87,19,91,35,6,0,"CO73449",37.25
0,0,0,0,0,0,0,NA,13,47,26,96,6,61,76,7,"CO73461",22.1333333333333
29,0,500,110,11,62,265,48,127,93,33,313,32,130,212,70,"CO73483",127.1875
67,0,134,0,113,106,23,54,47,40,91,429,25,417,360,104,"CO73504",125.625
0,0,0,0,0,14,5,47,40,25,24,105,36,39,60,13,"CO73520",25.5
0,0,0,0,0,0,0,NA,0,6,5,9,8,0,5,13,"CO73547",3.06666666666667
266,430,272,140,5,513,466,425,406,154,67,1303,76,916,944,365,"CO73555",421.75
125,0,78,25,5,3,25,NA,20,32,23,176,34,84,99,18,"CO73563",49.8
0,0,13,2,33,47,32,44,27,37,12,96,20,140,31,54,"CO73585",36.75
1193,3012,1307,188,10,260,105,NA,12,35,5,1053,7,761,621,267,"CO73616",589.066666666667
0,0,0,0,0,38,0,NA,0,9,1,197,7,124,137,30,"CO73622",36.2
0,0,36,13,15,61,25,NA,243,219,144,983,88,547,471,140,"CO73624",199
290,0,0,0,8,8,14,41,26,35,6,88,0,48,30,16,"CO73671",38.125
0,20,0,0,9,24,41,NA,56,46,37,480,59,313,317,123,"CO73675",101.666666666667
0,30,0,0,0,11,39,66,28,19,17,100,24,60,39,26,"CO73678",28.6875
62,0,0,0,0,25,30,NA,1,30,11,217,17,110,100,67,"CO73686",44.6666666666667
0,0,20,22,0,0,0,NA,0,3,5,3,0,0,11,0,"CO73770",4.26666666666667
0,0,195,40,0,12,30,NA,29,4,6,40,4,39,33,6,"CO73854",29.2
0,0,38,35,15,22,16,NA,70,60,38,160,11,142,120,16,"CO73861",49.5333333333333
0,0,0,0,0,33,43,NA,64,30,5,268,22,134,107,50,"CO73870",50.4
30,0,0,0,0,18,19,NA,8,36,21,134,13,101,107,34,"CO73873",34.7333333333333
9079,5750,5191,4609,4274,6570,25260,4324,8895,17806,9522,5847,7750,1325,2070,1177,"CO76001",7465.5625
0,0,16,0,0,19,38,32,64,73,10,47,45,39,69,11,"CO76020",28.9375
0,0,0,0,10,11,59,NA,0,6,NA,19,9,31,29,8,"CO76036",13
0,0,0,0,24,7,72,48,71,19,13,44,26,55,60,5,"CO76041",27.75
0,0,0,0,8,0,55,31,139,55,42,54,17,55,79,16,"CO76054",34.4375
146,0,0,0,0,6,56,12,21,16,25,193,13,116,244,135,"CO76100",61.4375
1829,8606,4023,818,5873,4632,3076,1766,7413,7820,8198,4631,5032,22052,32482,18902,"CO76109",8572.0625
2020,2500,415,22,33,122,150,40,558,455,275,175,194,198,159,74,"CO76111",461.875
500,250,0,4,43,54,87,85,64,70,71,109,59,123,116,15,"CO76113",103.125
0,240,0,10,0,93,11,28,183,138,104,93,64,80,115,32,"CO76122",74.4375
0,0,310,0,0,752,0,NA,51,84,65,91,45,81,103,26,"CO76126",107.2
110,0,0,1,10,125,98,32,189,319,313,65,212,44,193,45,"CO76130",109.75
0,188,0,56,81,857,535,89,197,214,156,93,179,93,202,31,"CO76147",185.6875
152,1006,452,405,147,43,101,23,484,415,420,270,120,222,270,65,"CO76233",287.1875
0,40,0,0,0,0,15,NA,7,NA,NA,40,1,46,70,16,"CO76243",18.0769230769231
0,0,0,0,0,26,58,31,29,48,17,62,15,20,33,15,"CO76246",22.125
120,0,75,0,41,15,53,38,60,87,111,112,168,73,76,20,"CO76248",65.5625
0,0,0,0,0,5,32,8,13,0,3,262,13,214,128,46,"CO76250",45.25
125,483,70,600,14,17,108,65,227,255,312,234,132,260,217,67,"CO76275",199.125
0,0,0,0,0,43,63,9,6,27,28,86,19,25,36,33,"CO76306",23.4375
0,0,0,5,18,4,52,37,57,34,7,28,57,36,84,14,"CO76318",27.0625
2570,4850,869,1597,91,95,283,184,459,449,994,310,343,479,465,68,"CO76364",881.625
0,600,30,0,8,17,20,NA,13,18,15,44,25,20,35,7,"CO76377",56.8
0,0,0,18,32,119,13,17,80,131,35,80,160,107,117,24,"CO76400",58.3125
0,0,0,0,10,4,18,31,22,8,8,32,39,44,44,2,"CO76403",16.375
0,0,0,0,0,21,76,NA,34,69,13,23,19,28,26,5,"CO76497",20.9333333333333
150,20,786,42,75,191,322,134,794,708,573,269,362,278,360,85,"CO76520",321.8125
733,60,80,11,313,80,121,52,248,283,325,167,783,872,387,88,"CO76563",287.6875
0,0,0,0,0,22,95,47,69,55,23,45,37,24,56,20,"CO76606",30.8125
0,0,0,0,0,23,87,42,98,94,62,124,168,216,138,22,"CO76616",67.125
0,0,0,4,0,35,142,NA,63,118,72,261,204,134,225,49,"CO76622",87.1333333333333
373,200,0,8,5,7,0,50,87,67,48,50,27,49,35,13,"CO76670",63.6875
594,300,0,0,32,45,89,29,58,85,37,172,95,147,127,66,"CO76736",117.25
0,0,0,11,20,8,38,44,39,60,10,40,20,50,92,18,"CO76823",28.125
67,0,0,0,4,37,36,182,58,75,71,132,45,209,342,37,"CO76828",80.9375
2384,1704,4470,9,128,834,516,529,1348,992,1140,637,613,631,714,139,"CO76834",1049.25
0,0,0,0,0,13,17,NA,1,2,4,5,18,4,26,23,"CO76845",7.53333333333333
0,0,0,0,10,0,12,NA,8,NA,NA,44,10,58,32,0,"CO76863",13.3846153846154
0,0,0,0,7,0,0,NA,27,0,4,10,8,0,23,0,"CO76869",5.26666666666667
0,0,0,5,0,0,5,NA,22,22,5,31,7,31,45,7,"CO76890",12
114,0,42,49,78,220,137,97,349,246,278,111,236,140,81,20,"CO76892",137.375
0,0,0,1,24,8,68,71,92,104,91,91,100,62,136,25,"CO76895",54.5625
1000,880,985,1396,653,1129,544,919,1898,1890,1239,736,833,610,408,130,"CO81001",953.125
158,30,39,50,52,735,101,126,593,1120,540,1044,316,602,421,114,"CO81065",377.5625
296,0,60,40,8,59,26,28,49,29,17,48,54,37,17,2,"CO81220",48.125
18,81,182,15,168,439,90,430,583,757,367,359,300,180,157,64,"CO81300",261.875
0,330,248,29,197,396,119,NA,18,8,126,122,7,84,30,3,"CO81591",114.466666666667
375,365,350,537,1195,1017,224,1696,2264,2680,838,795,269,562,479,150,"CO81736",862.25
153,90,576,1282,694,555,476,817,2182,3600,1540,2377,686,1076,784,251,"CO81794",1071.1875
1190,700,864,1138,928,1735,812,784,1120,774,882,543,387,153,177,45,"CO85001",764.5
130,240,149,111,69,68,55,106,496,116,179,91,112,83,70,39,"CO85010",132.125
0,0,0,105,16,26,11,43,29,0,NA,5,0,2,23,0,"CO85015",17.3333333333333
170,50,128,204,26,51,210,116,110,24,27,44,21,36,31,5,"CO85125",78.3125
0,0,0,35,0,0,0,NA,5,0,1,12,0,11,26,9,"CO85136",6.6
0,407,131,0,2,1652,19,96,30,12,41,28,25,17,39,5,"CO85139",156.5
35,588,142,329,44,1193,9,71,34,93,64,43,53,4,16,0,"CO85162",169.875
0,159,14,22,18,75,30,NA,12,12,20,48,7,15,53,6,"CO85225",32.7333333333333
0,0,55,58,0,25,36,87,7,24,29,26,40,20,16,24,"CO85230",27.9375
44,0,46,91,31,80,72,133,238,125,106,79,85,41,81,20,"CO85250",79.5
48,42,55,37,3,29,15,NA,7,6,8,27,24,4,18,7,"CO85263",22
0,0,0,184,46,0,0,NA,0,2,6,8,0,15,1,0,"CO85279",17.4666666666667
0,0,0,33,13,0,7,NA,16,19,9,8,10,0,0,0,"CO85300",7.66666666666667
0,0,0,135,185,34,130,54,29,17,21,35,4,48,11,7,"CO85315",44.375
0,0,0,0,1,27,0,34,35,5,1,8,3,5,3,0,"CO85325",7.625
0,174,0,22,1,39,5,47,9,0,21,52,7,86,83,20,"CO85400",35.375
73,355,194,32,41,905,25,68,38,35,38,61,27,62,30,16,"CO85410",125
0,0,0,23,11,85,10,76,7,20,5,41,12,21,18,15,"CO85430",21.5
0,0,0,103,18,405,23,143,152,243,98,89,38,74,82,26,"CO85440",93.375
970,2104,2520,3626,1666,1909,2678,882,2055,2220,1285,303,1085,284,278,128,"CO86001",1499.5625
0,0,128,48,43,25,90,88,85,123,34,25,49,39,17,14,"CO86219",50.5
160,1803,352,390,288,304,471,181,409,676,571,967,384,852,820,255,"CO86320",555.1875
1170,500,377,1666,2932,4308,2264,2876,4541,3898,2510,2144,1608,2005,1520,494,"CO86568",2175.8125
0,0,84,162,80,143,222,81,145,407,240,481,340,473,399,91,"CO86569",209.25
200,0,0,25,352,420,168,89,334,347,174,1677,103,1231,1039,342,"CO86571",406.3125
70,142,313,428,216,260,304,175,263,346,316,936,325,1059,870,217,"CO86573",390
0,95,158,331,186,422,247,227,337,398,186,74,101,44,45,7,"CO86749",178.625
0,0,88,99,27,10,68,49,74,32,45,21,52,33,9,11,"CO86755",38.625
305,1325,490,112,49,96,197,17,325,147,129,789,241,777,631,133,"CO86757",360.1875
0,0,30,36,43,20,40,18,76,20,46,10,19,40,13,3,"CO86760",25.875
1470,1390,465,378,1833,367,272,1088,458,205,173,1253,195,1502,1136,329,"CO86865",782.125
0,0,91,508,671,219,466,272,239,457,332,561,335,311,305,114,"CO86885",305.0625
0,0,0,28,0,15,0,NA,0,0,NA,0,1,5,1,0,"CO88001",3.57142857142857
0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,"CO88564",0
0,0,30,46,99,118,92,131,52,53,52,74,43,70,66,15,"CO91001",58.8125
0,0,0,0,0,0,18,NA,0,0,NA,9,0,27,15,7,"CO91263",5.42857142857143
0,0,0,0,0,0,0,NA,14,0,NA,8,0,11,0,3,"CO91405",2.57142857142857
0,0,0,0,17,0,4,NA,10,0,NA,12,0,1,0,0,"CO91407",3.14285714285714
0,0,0,0,0,0,0,NA,0,0,NA,0,0,2,4,0,"CO91430",0.428571428571429
0,0,0,0,0,0,19,NA,0,0,NA,0,0,6,3,1,"CO91460",2.07142857142857
0,0,0,0,0,0,0,NA,7,NA,NA,1,0,5,12,10,"CO91530",2.69230769230769
0,0,0,0,0,0,0,NA,11,0,NA,4,0,0,4,5,"CO91536",1.71428571428571
0,0,0,0,13,0,0,NA,0,0,NA,0,0,1,4,0,"CO91540",1.28571428571429
0,0,0,0,0,3,0,NA,7,0,NA,23,0,20,21,13,"CO91669",6.21428571428571
0,0,0,0,7,0,0,NA,0,0,NA,0,0,3,4,10,"CO91798",1.71428571428571
0,0,50,120,160,473,904,151,415,570,805,167,410,141,183,54,"CO94001",287.6875
0,0,0,0,0,101,0,NA,0,115,NA,78,1,66,29,4,"CO94343",28.1428571428571
0,0,0,0,0,0,0,NA,0,0,NA,10,0,12,28,3,"CO94663",3.78571428571429
0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,"CO94883",0
0,0,0,0,0,0,0,NA,0,0,NA,0,0,8,4,3,"CO94884",1.07142857142857
0,0,0,0,1,0,0,NA,0,0,NA,0,0,0,0,0,"CO94885",0.0714285714285714
0,0,0,0,0,0,0,NA,0,0,NA,0,0,2,1,0,"CO94886",0.214285714285714
0,0,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,"CO94887",0
0,0,0,0,0,0,0,NA,0,0,NA,9,0,6,5,0,"CO94888",1.42857142857143
635,0,760,805,2838,3217,2730,841,941,2687,1281,1897,934,1378,1191,383,"CO95001",1407.375
0,0,0,40,0,185,11,78,87,105,32,294,56,360,238,44,"CO95015",95.625
105,0,30,0,81,224,118,121,112,116,58,553,29,403,242,59,"CO95025",140.6875
123,0,0,0,0,275,157,72,139,61,30,456,21,250,258,56,"CO95200",118.625
0,0,0,0,26,433,581,46,168,228,32,119,69,173,124,32,"CO97001",126.9375
0,0,0,0,0,157,210,NA,12,26,2,53,8,32,50,9,"CO97161",37.2666666666667
0,0,0,0,0,0,0,NA,7,0,NA,3,0,0,0,0,"CO97511",0.714285714285714
0,0,0,0,0,0,0,NA,6,NA,NA,0,0,1,6,0,"CO97666",1
0,0,0,0,0,0,0,NA,0,0,NA,16,0,6,0,0,"CO97777",1.57142857142857
0,0,0,0,0,13,0,NA,0,0,NA,0,0,0,0,0,"CO97889",0.928571428571429
0,0,305,243,106,92,165,121,1460,288,544,58,131,48,62,24,"CO99001",227.9375
0,0,25,1,4,5,36,50,324,70,17,57,6,59,33,4,"CO99524",43.1875
0,0,26,0,22,0,0,13,48,15,NA,19,0,7,8,0,"CO99624",10.5333333333333
0,0,0,121,5,762,305,86,344,106,32,909,46,453,331,50,"CO99773",221.875
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONA",NA
