DIVIPOLA,DEPARTAMENTO,MUNICIPIO,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
54820,N. DE SANTANDER,TOLEDO,0,0,160,0,0,15,47,21,67,34,26,58,6,42,100,4
54871,N. DE SANTANDER,VILLA CARO,0,0,0,0,0,0,0,,22,4,,3,7,0,4,0
54874,N. DE SANTANDER,VILLA DEL ROSARIO,170,150,102,159,74,450,156,190,304,404,320,141,199,216,171,42
63001,QUINDIO,ARMENIA,50,251,738,2127,411,1084,1305,333,1011,1616,1278,297,628,111,153,55
63111,QUINDIO,BUENAVISTA,0,0,20,96,3,50,70,,4,36,25,14,22,5,3,0
63130,QUINDIO,CALARCA,0,0,212,249,23,274,308,27,136,211,84,184,356,124,121,18
63190,QUINDIO,CIRCASIA,0,42,32,189,27,123,124,13,123,115,83,35,80,34,49,36
63212,QUINDIO,CORDOBA,0,38,110,140,7,57,103,5,31,54,25,98,32,26,34,19
63272,QUINDIO,FILANDIA,0,0,0,0,27,51,100,13,31,36,23,50,27,11,5,2
63302,QUINDIO,GENOVA,13,35,138,82,0,104,124,7,109,98,82,155,45,88,69,25
63401,QUINDIO,LA TEBAIDA,0,21,107,360,55,225,301,118,461,401,279,84,164,25,44,10
63470,QUINDIO,MONTENEGRO,0,0,184,328,63,179,322,86,313,346,227,119,124,46,53,50
63548,QUINDIO,PIJAO,0,0,98,120,30,28,27,16,46,164,112,119,53,56,50,22
63594,QUINDIO,QUIMBAYA,12,85,204,206,45,115,328,28,238,177,73,76,95,28,39,6
63690,QUINDIO,SALENTO,0,0,89,70,3,10,37,6,60,54,17,39,16,13,33,3
66001,RISARALDA,PEREIRA,1738,1270,1310,3099,2440,2576,2616,2473,5421,6165,5247,383,1161,169,337,108
66045,RISARALDA,APIA,0,0,18,25,27,58,81,75,39,27,18,26,34,53,40,21
66075,RISARALDA,BALBOA,0,412,107,61,18,18,43,62,83,47,20,22,28,2,19,0
66088,RISARALDA,BELEN DE UMBRIA,0,0,53,84,5,30,147,83,59,42,13,75,17,66,83,30
66170,RISARALDA,DOSQUEBRADAS,95,460,379,988,242,382,667,763,733,697,585,134,236,48,92,27
66318,RISARALDA,GUATICA,0,0,18,20,6,34,92,138,238,118,78,18,65,56,37,4
66383,RISARALDA,LA CELIA,0,0,24,35,10,21,89,81,78,48,19,21,15,6,10,15
66400,RISARALDA,LA VIRGINIA,82,1622,234,132,78,201,169,98,104,138,110,76,161,48,47,23
66440,RISARALDA,MARSELLA,0,0,35,101,15,25,65,53,47,73,17,35,29,16,30,7
66456,RISARALDA,MISTRATO,15,138,39,18,105,51,154,80,87,51,25,124,49,194,159,58
66572,RISARALDA,PUEBLO RICO,185,653,219,729,273,44,63,29,93,96,70,265,95,1142,129,91
66594,RISARALDA,QUINCHIA,0,160,72,0,10,685,210,153,156,145,57,116,15,101,82,69
66682,RISARALDA,SANTA ROSA DE CABAL,0,0,139,121,82,87,256,296,311,363,120,93,100,24,13,13
66687,RISARALDA,SANTUARIO,112,49,131,85,20,59,114,132,72,36,18,41,6,52,73,22
68001,SANTANDER,BUCARAMANGA,7707,2005,4760,4622,3578,5774,6977,3090,3956,3840,3397,887,1020,152,168,63
68013,SANTANDER,AGUADA,0,0,0,0,0,0,23,,0,,,0,4,3,0,0
68020,SANTANDER,ALBANIA,0,0,0,0,0,7,0,,0,0,,10,0,7,8,2
68051,SANTANDER,ARATOCA,0,0,0,0,0,4,0,,0,0,,12,0,0,0,0
68077,SANTANDER,BARBOSA,520,0,72,103,47,43,75,74,98,158,46,13,72,17,12,19
68079,SANTANDER,BARICHARA,0,0,0,0,0,0,0,,26,,,10,0,2,0,0
68081,SANTANDER,BARRANCABERMEJA,8820,5010,3025,1777,1017,3599,2454,315,4163,5349,4779,1535,848,396,584,181
68092,SANTANDER,BETULIA,0,0,0,20,0,17,21,,0,2,,0,4,4,9,0
68101,SANTANDER,BOLIVAR,0,0,100,47,0,5,34,20,14,,,141,4,49,61,3
68121,SANTANDER,CABRERA,0,0,0,0,0,0,0,,3,,,0,2,0,0,0
68132,SANTANDER,CALIFORNIA,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
68147,SANTANDER,CAPITANEJO,60,0,23,38,0,5,38,,0,0,3,31,0,16,11,2
68152,SANTANDER,CARCASI,0,0,0,0,0,7,0,,20,,,0,0,3,1,0
68160,SANTANDER,CEPITA,0,0,0,0,0,5,0,,0,0,,0,0,0,0,0
68162,SANTANDER,CERRITO,172,0,0,0,13,0,13,17,0,0,,1,0,0,3,0
68167,SANTANDER,CHARALA,0,0,0,0,5,0,10,18,34,5,,19,0,10,0,0
68169,SANTANDER,CHARTA,0,0,0,0,0,0,15,13,0,0,,0,0,0,0,0
68176,SANTANDER,CHIMA,0,0,0,38,0,0,0,,51,13,7,10,0,1,5,5
68179,SANTANDER,CHIPATA,0,0,0,0,0,1,0,13,0,0,,0,0,4,0,5
68190,SANTANDER,CIMITARRA,465,0,0,0,9,10,41,,6,40,11,295,28,129,165,36
68207,SANTANDER,CONCEPCION,80,0,0,0,238,0,64,,2,18,,6,0,6,6,0
68209,SANTANDER,CONFINES,0,0,0,17,0,0,0,,0,0,,0,0,0,0,0
68211,SANTANDER,CONTRATACION,0,0,35,38,0,17,7,19,16,7,,16,0,0,3,0
68217,SANTANDER,COROMORO,0,0,0,0,0,0,0,63,0,5,6,5,2,9,11,0
68229,SANTANDER,CURITI,0,0,0,0,0,3,6,36,0,0,,6,6,0,8,0
68235,SANTANDER,EL CARMEN DE CHUCURI,205,0,0,0,0,21,72,16,36,44,,67,8,31,23,11
68245,SANTANDER,EL GUACAMAYO,0,0,0,0,0,0,13,,9,3,,5,0,4,3,0
68250,SANTANDER,EL PEÑON,0,0,0,0,0,0,0,,53,15,1,85,0,25,43,14
68255,SANTANDER,EL PLAYON,300,100,158,12,52,147,62,100,95,53,98,53,55,37,26,15
68264,SANTANDER,ENCINO,0,0,0,0,0,0,0,,0,,,3,0,8,2,4
68266,SANTANDER,ENCISO,0,0,0,0,0,0,0,,0,,,5,6,1,4,0
68271,SANTANDER,FLORIAN,0,0,0,0,0,0,24,,0,0,,40,6,11,14,1
68276,SANTANDER,FLORIDABLANCA,1042,591,614,1006,569,489,723,526,1015,621,654,49,412,10,26,8
68296,SANTANDER,GALAN,0,0,0,0,0,0,0,,0,8,7,0,0,0,1,0
68298,SANTANDER,GAMBITA,0,0,0,0,1,0,0,,3,2,,9,0,5,8,0
68307,SANTANDER,GIRON,876,177,529,893,357,265,607,692,1070,1036,984,876,687,17,24,16
68318,SANTANDER,GUACA,0,0,0,0,0,0,0,,0,0,,3,0,11,0,0
68320,SANTANDER,GUADALUPE,0,0,0,1,2,0,0,,5,0,5,4,0,0,0,0
68322,SANTANDER,GUAPOTA,0,0,0,0,0,0,0,,0,0,,0,0,4,0,2
68324,SANTANDER,GUAVATA,0,0,0,0,0,0,0,,0,0,,0,0,3,3,0
68327,SANTANDER,GsEPSA,0,0,0,0,1,13,0,,0,0,,9,0,0,0,0
68344,SANTANDER,HATO,0,0,80,250,0,6,23,,4,0,,5,3,6,0,0
68368,SANTANDER,JESUS MARIA,0,0,0,0,0,0,5,15,0,0,,14,0,10,0,4
68370,SANTANDER,JORDAN,0,0,0,0,0,0,0,,6,0,,0,0,1,0,0
68377,SANTANDER,LA BELLEZA,0,0,100,0,0,0,16,13,16,,,83,11,43,42,3
68385,SANTANDER,LANDAZURI,0,0,40,671,38,42,70,63,64,38,19,145,22,89,78,31
68397,SANTANDER,LA PAZ,0,0,0,0,0,0,0,,0,0,,21,0,19,16,0
68406,SANTANDER,LEBRIJA,577,18,193,168,65,349,331,216,304,134,92,57,56,42,26,6
68418,SANTANDER,LOS SANTOS,0,0,0,0,0,10,19,,26,0,,0,0,3,0,0
68425,SANTANDER,MACARAVITA,0,0,0,0,0,7,15,,0,0,,10,0,4,0,0
68432,SANTANDER,MALAGA,0,0,42,52,13,35,31,60,29,10,,13,3,4,21,4
68444,SANTANDER,MATANZA,0,0,55,26,30,6,34,31,19,5,,6,9,30,7,1
68464,SANTANDER,MOGOTES,0,23,0,0,0,12,52,,11,8,5,25,0,2,0,0
68468,SANTANDER,MOLAGAVITA,0,0,40,0,0,0,0,,0,0,,4,0,10,5,0
68498,SANTANDER,OCAMONTE,0,0,0,0,0,0,0,,0,0,,9,0,0,0,0
68500,SANTANDER,OIBA,0,70,0,0,0,15,43,13,0,1,8,34,4,0,4,1
68502,SANTANDER,ONZAGA,0,0,0,0,0,0,0,,11,0,7,35,0,3,0,0
68522,SANTANDER,PALMAR,0,0,0,0,0,0,0,,0,5,,0,0,0,0,0
68524,SANTANDER,PALMAS DEL SOCORRO,0,0,0,16,7,0,0,,0,,3,0,3,0,3,0
68533,SANTANDER,PARAMO,0,0,0,0,0,0,0,,0,7,,0,0,0,0,0
68547,SANTANDER,PIEDECUESTA,651,0,165,568,218,252,518,866,671,516,858,88,230,65,32,11
68549,SANTANDER,PINCHOTE,0,0,0,0,0,0,9,,0,,,0,0,0,0,0
68572,SANTANDER,PUENTE NACIONAL,0,0,0,0,7,0,0,,0,17,9,10,10,10,15,0
68573,SANTANDER,PUERTO PARRA,0,0,0,0,0,0,45,,65,28,18,41,1,21,13,10
68575,SANTANDER,PUERTO WILCHES,631,80,54,44,37,26,202,,229,190,121,213,24,147,126,49
68615,SANTANDER,RIONEGRO,0,0,36,49,65,59,84,124,87,44,32,175,12,76,41,3
68655,SANTANDER,SABANA DE TORRES,630,0,10,0,0,77,82,,103,138,149,175,113,79,46,26
68669,SANTANDER,SAN ANDRES,0,0,40,0,0,7,0,,0,8,,36,0,2,0,0
68673,SANTANDER,SAN BENITO,0,0,0,0,0,0,0,,0,6,,0,0,2,0,0
68679,SANTANDER,SAN GIL,0,0,25,24,16,39,74,53,40,32,12,5,18,7,0,0
68682,SANTANDER,SAN JOAQUIN,0,0,0,0,0,0,0,,0,0,,6,0,0,0,0
68684,SANTANDER,SAN JOSE DE MIRANDA,0,0,0,0,0,7,0,,0,0,,0,0,7,0,0
68686,SANTANDER,SAN MIGUEL,0,0,0,0,0,200,0,,0,,,13,0,0,0,0
68689,SANTANDER,SAN VICENTE DE CHUCURI,0,0,0,0,20,41,160,94,135,121,43,149,6,106,62,34
68705,SANTANDER,SANTA BARBARA,0,0,0,0,5,0,0,,0,0,,6,0,3,0,0
68720,SANTANDER,SANTA HELENA DEL OPON,0,0,0,0,0,0,0,,0,1,,37,1,38,6,0
68745,SANTANDER,SIMACOTA,0,0,0,28,11,28,31,56,31,11,6,43,9,16,40,8
68755,SANTANDER,SOCORRO,0,0,25,16,34,31,52,44,55,85,39,3,25,5,22,0
68770,SANTANDER,SUAITA,0,0,0,0,0,13,49,67,17,,3,19,7,0,0,4
68773,SANTANDER,SUCRE,0,0,0,0,0,8,0,,13,2,,63,0,30,43,20
68780,SANTANDER,SURATA,0,120,40,0,136,29,25,23,12,8,,13,0,0,0,0
68820,SANTANDER,TONA,0,0,0,0,8,0,0,,0,10,,3,0,4,4,1
68855,SANTANDER,VALLE DE SAN JOSE,0,0,0,0,0,0,24,,0,0,,4,1,0,0,0
68861,SANTANDER,VELEZ,0,70,166,78,18,0,23,26,130,39,20,47,9,39,27,1
68867,SANTANDER,VETAS,0,0,0,0,0,0,0,,0,0,,0,0,4,0,0
68872,SANTANDER,VILLANUEVA,0,0,0,0,0,0,0,,1,0,,0,0,4,0,9
68895,SANTANDER,ZAPATOCA,0,0,0,22,4,0,0,,0,5,,13,0,0,3,0
70001,SUCRE,SINCELEJO,6000,1026,9700,10814,3850,5448,5341,2780,4534,2476,1317,1216,1392,214,150,104
70110,SUCRE,BUENAVISTA,0,100,16,97,205,10,31,24,0,78,32,21,13,21,22,6
70124,SUCRE,CAIMITO,55,0,0,0,2,0,0,,0,11,16,0,36,10,27,6
70204,SUCRE,COLOSO,353,1675,227,0,10,51,55,47,25,6,,27,2,12,30,2
70215,SUCRE,COROZAL,195,484,508,693,336,767,1185,570,526,1014,1256,44,121,41,25,5
70221,SUCRE,COVEÑAS,0,0,0,0,0,0,31,,32,22,8,9,46,4,24,3
70230,SUCRE,CHALAN,308,1370,599,0,0,17,0,,0,11,10,61,2,15,13,5
70233,SUCRE,EL ROBLE,0,0,0,0,0,17,0,,6,7,15,16,8,41,22,5
70235,SUCRE,GALERAS,0,0,50,278,16,29,83,81,43,171,80,39,27,56,30,6
70265,SUCRE,GUARANDA,636,100,38,515,410,96,192,97,262,19,27,72,94,148,182,25
70400,SUCRE,LA UNION,30,0,0,0,0,0,53,9,39,0,20,4,24,3,10,0
70418,SUCRE,LOS PALMITOS,134,40,110,339,22,43,186,136,61,134,27,34,65,21,56,2
70429,SUCRE,MAJAGUAL,782,0,83,118,57,15,0,,18,16,71,138,2,132,124,52
70473,SUCRE,MORROA,0,311,84,178,42,116,111,66,23,101,27,16,12,24,10,4
70508,SUCRE,OVEJAS,355,1007,1230,342,181,447,432,259,611,73,11,156,0,61,34,24
70523,SUCRE,PALMITO,0,0,0,12,0,0,48,35,14,,6,9,3,26,24,1
70670,SUCRE,SAMPUES,47,82,84,81,106,65,142,56,89,137,99,22,119,31,32,17
70678,SUCRE,SAN BENITO ABAD,0,0,10,27,0,180,149,142,107,175,81,169,235,72,52,5
70702,SUCRE,SAN JUAN DE BETULIA,0,23,0,59,0,0,0,,2,10,,6,18,12,5,0
70708,SUCRE,SAN MARCOS,62,0,150,15,0,61,46,104,3,64,51,186,46,162,157,45
70713,SUCRE,SAN ONOFRE,90,520,310,88,376,254,403,405,368,134,49,137,45,162,77,88
70717,SUCRE,SAN PEDRO,29,0,32,170,116,93,65,29,75,49,48,27,26,37,18,18
70742,SUCRE,SAN LUIS DE SINCE,60,0,93,567,7,59,22,33,31,12,3,44,15,19,14,2
70771,SUCRE,SUCRE,36,0,0,110,5,62,0,,20,24,12,212,13,100,136,14
70820,SUCRE,SANTIAGO DE TOLU,148,52,10,36,5,71,41,59,29,11,8,22,0,8,12,30
70823,SUCRE,TOLU VIEJO,0,362,30,167,70,186,131,71,171,312,53,118,21,91,37,3
73001,TOLIMA,IBAGUE,2550,6550,5000,11075,1345,5330,6765,1605,5206,6708,4637,2853,3395,1035,977,400
73024,TOLIMA,ALPUJARRA,0,65,0,0,0,0,0,83,16,,17,101,16,45,30,15
73026,TOLIMA,ALVARADO,0,0,0,0,4,38,22,,20,23,21,144,24,81,67,6
73030,TOLIMA,AMBALEMA,0,0,0,0,1,10,7,38,13,15,18,39,0,37,28,11
73043,TOLIMA,ANZOATEGUI,0,0,0,0,5,5,28,,33,53,32,325,134,253,330,73
73055,TOLIMA,ARMERO,0,0,35,0,0,13,15,,8,25,,87,1,20,27,9
73067,TOLIMA,ATACO,141,134,40,100,0,33,51,,70,47,38,447,30,571,632,253
73124,TOLIMA,CAJAMARCA,0,0,32,0,217,252,317,81,368,180,202,419,203,244,215,110
73148,TOLIMA,CARMEN DE APICALA,0,0,0,0,5,8,0,21,19,37,39,28,30,2,5,3
73152,TOLIMA,CASABIANCA,0,0,0,0,5,45,0,,49,0,,106,0,78,58,9
73168,TOLIMA,CHAPARRAL,410,1688,810,120,45,138,56,124,541,545,261,1071,334,892,698,316
73200,TOLIMA,COELLO,0,0,0,0,23,0,76,,24,18,1,21,1,29,27,12
73217,TOLIMA,COYAIMA,174,0,96,405,112,47,0,59,19,12,3,477,1,512,738,272
73226,TOLIMA,CUNDAY,0,48,38,0,5,53,82,56,79,55,10,102,18,199,126,39
73236,TOLIMA,DOLORES,98,0,60,120,0,34,0,1430,9,23,26,145,18,126,152,52
73268,TOLIMA,ESPINAL,0,0,170,0,54,0,99,65,98,126,152,92,69,32,33,0
73270,TOLIMA,FALAN,0,0,30,0,0,12,20,,6,16,19,54,9,30,32,10
73275,TOLIMA,FLANDES,0,0,11,0,10,10,13,21,34,24,28,10,19,17,17,0
73283,TOLIMA,FRESNO,46,0,10,0,20,61,70,64,66,47,44,243,72,75,73,46
73319,TOLIMA,GUAMO,0,0,13,5,7,12,19,,34,33,39,71,39,56,65,17
73347,TOLIMA,HERVEO,0,0,0,0,0,0,0,,17,,,94,9,66,29,11
73349,TOLIMA,HONDA,0,0,0,0,0,12,21,33,7,14,,71,0,36,34,1
73352,TOLIMA,ICONONZO,133,0,150,0,0,45,70,25,48,42,34,220,30,150,151,28
73408,TOLIMA,LERIDA,0,0,0,0,6,26,10,149,96,170,67,78,27,73,35,22
73411,TOLIMA,LIBANO,138,0,493,50,1308,162,263,85,453,717,810,749,290,225,327,92
73443,TOLIMA,MARIQUITA,0,0,49,0,0,5,33,39,99,86,76,124,34,51,74,20
73449,TOLIMA,MELGAR,0,0,18,0,25,45,58,44,86,82,87,19,91,35,6,0
73461,TOLIMA,MURILLO,0,0,0,0,0,0,0,,13,47,26,96,6,61,76,7
73483,TOLIMA,NATAGAIMA,29,0,500,110,11,62,265,48,127,93,33,313,32,130,212,70
73504,TOLIMA,ORTEGA,67,0,134,0,113,106,23,54,47,40,91,429,25,417,360,104
73520,TOLIMA,PALOCABILDO,0,0,0,0,0,14,5,47,40,25,24,105,36,39,60,13
73547,TOLIMA,PIEDRAS,0,0,0,0,0,0,0,,0,6,5,9,8,0,5,13
73555,TOLIMA,PLANADAS,266,430,272,140,5,513,466,425,406,154,67,1303,76,916,944,365
73563,TOLIMA,PRADO,125,0,78,25,5,3,25,,20,32,23,176,34,84,99,18
73585,TOLIMA,PURIFICACION,0,0,13,2,33,47,32,44,27,37,12,96,20,140,31,54
73616,TOLIMA,RIOBLANCO,1193,3012,1307,188,10,260,105,,12,35,5,1053,7,761,621,267
73622,TOLIMA,RONCESVALLES,0,0,0,0,0,38,0,,0,9,1,197,7,124,137,30
73624,TOLIMA,ROVIRA,0,0,36,13,15,61,25,,243,219,144,983,88,547,471,140
73671,TOLIMA,SALDAÑA,290,0,0,0,8,8,14,41,26,35,6,88,0,48,30,16
73675,TOLIMA,SAN ANTONIO,0,20,0,0,9,24,41,,56,46,37,480,59,313,317,123
73678,TOLIMA,SAN LUIS,0,30,0,0,0,11,39,66,28,19,17,100,24,60,39,26
73686,TOLIMA,SANTA ISABEL,62,0,0,0,0,25,30,,1,30,11,217,17,110,100,67
73770,TOLIMA,SUAREZ,0,0,20,22,0,0,0,,0,3,5,3,0,0,11,0
73854,TOLIMA,VALLE DE SAN JUAN,0,0,195,40,0,12,30,,29,4,6,40,4,39,33,6
73861,TOLIMA,VENADILLO,0,0,38,35,15,22,16,,70,60,38,160,11,142,120,16
73870,TOLIMA,VILLAHERMOSA,0,0,0,0,0,33,43,,64,30,5,268,22,134,107,50
73873,TOLIMA,VILLARRICA,30,0,0,0,0,18,19,,8,36,21,134,13,101,107,34
76001,VALLE DEL CAUCA,CALI,9079,5750,5191,4609,4274,6570,25260,4324,8895,17806,9522,5847,7750,1325,2070,1177
76020,VALLE DEL CAUCA,ALCALA,0,0,16,0,0,19,38,32,64,73,10,47,45,39,69,11
76036,VALLE DEL CAUCA,ANDALUCIA,0,0,0,0,10,11,59,,0,6,,19,9,31,29,8
76041,VALLE DEL CAUCA,ANSERMANUEVO,0,0,0,0,24,7,72,48,71,19,13,44,26,55,60,5
76054,VALLE DEL CAUCA,ARGELIA,0,0,0,0,8,0,55,31,139,55,42,54,17,55,79,16
76100,VALLE DEL CAUCA,BOLIVAR,146,0,0,0,0,6,56,12,21,16,25,193,13,116,244,135
76109,VALLE DEL CAUCA,BUENAVENTURA,1829,8606,4023,818,5873,4632,3076,1766,7413,7820,8198,4631,5032,22052,32482,18902
76111,VALLE DEL CAUCA,GUADALAJARA DE BUGA,2020,2500,415,22,33,122,150,40,558,455,275,175,194,198,159,74
76113,VALLE DEL CAUCA,BUGALAGRANDE,500,250,0,4,43,54,87,85,64,70,71,109,59,123,116,15
76122,VALLE DEL CAUCA,CAICEDONIA,0,240,0,10,0,93,11,28,183,138,104,93,64,80,115,32
76126,VALLE DEL CAUCA,CALIMA,0,0,310,0,0,752,0,,51,84,65,91,45,81,103,26
76130,VALLE DEL CAUCA,CANDELARIA,110,0,0,1,10,125,98,32,189,319,313,65,212,44,193,45
76147,VALLE DEL CAUCA,CARTAGO,0,188,0,56,81,857,535,89,197,214,156,93,179,93,202,31
76233,VALLE DEL CAUCA,DAGUA,152,1006,452,405,147,43,101,23,484,415,420,270,120,222,270,65
76243,VALLE DEL CAUCA,EL AGUILA,0,40,0,0,0,0,15,,7,,,40,1,46,70,16
76246,VALLE DEL CAUCA,EL CAIRO,0,0,0,0,0,26,58,31,29,48,17,62,15,20,33,15
76248,VALLE DEL CAUCA,EL CERRITO,120,0,75,0,41,15,53,38,60,87,111,112,168,73,76,20
76250,VALLE DEL CAUCA,EL DOVIO,0,0,0,0,0,5,32,8,13,0,3,262,13,214,128,46
76275,VALLE DEL CAUCA,FLORIDA,125,483,70,600,14,17,108,65,227,255,312,234,132,260,217,67
76306,VALLE DEL CAUCA,GINEBRA,0,0,0,0,0,43,63,9,6,27,28,86,19,25,36,33
76318,VALLE DEL CAUCA,GUACARI,0,0,0,5,18,4,52,37,57,34,7,28,57,36,84,14
76364,VALLE DEL CAUCA,JAMUNDI,2570,4850,869,1597,91,95,283,184,459,449,994,310,343,479,465,68
76377,VALLE DEL CAUCA,LA CUMBRE,0,600,30,0,8,17,20,,13,18,15,44,25,20,35,7
76400,VALLE DEL CAUCA,LA UNION,0,0,0,18,32,119,13,17,80,131,35,80,160,107,117,24
76403,VALLE DEL CAUCA,LA VICTORIA,0,0,0,0,10,4,18,31,22,8,8,32,39,44,44,2
76497,VALLE DEL CAUCA,OBANDO,0,0,0,0,0,21,76,,34,69,13,23,19,28,26,5
76520,VALLE DEL CAUCA,PALMIRA,150,20,786,42,75,191,322,134,794,708,573,269,362,278,360,85
76563,VALLE DEL CAUCA,PRADERA,733,60,80,11,313,80,121,52,248,283,325,167,783,872,387,88
76606,VALLE DEL CAUCA,RESTREPO,0,0,0,0,0,22,95,47,69,55,23,45,37,24,56,20
76616,VALLE DEL CAUCA,RIOFRIO,0,0,0,0,0,23,87,42,98,94,62,124,168,216,138,22
76622,VALLE DEL CAUCA,ROLDANILLO,0,0,0,4,0,35,142,,63,118,72,261,204,134,225,49
76670,VALLE DEL CAUCA,SAN PEDRO,373,200,0,8,5,7,0,50,87,67,48,50,27,49,35,13
76736,VALLE DEL CAUCA,SEVILLA,594,300,0,0,32,45,89,29,58,85,37,172,95,147,127,66
76823,VALLE DEL CAUCA,TORO,0,0,0,11,20,8,38,44,39,60,10,40,20,50,92,18
76828,VALLE DEL CAUCA,TRUJILLO,67,0,0,0,4,37,36,182,58,75,71,132,45,209,342,37
76834,VALLE DEL CAUCA,TULUA,2384,1704,4470,9,128,834,516,529,1348,992,1140,637,613,631,714,139
76845,VALLE DEL CAUCA,ULLOA,0,0,0,0,0,13,17,,1,2,4,5,18,4,26,23
76863,VALLE DEL CAUCA,VERSALLES,0,0,0,0,10,0,12,,8,,,44,10,58,32,0
76869,VALLE DEL CAUCA,VIJES,0,0,0,0,7,0,0,,27,0,4,10,8,0,23,0
76890,VALLE DEL CAUCA,YOTOCO,0,0,0,5,0,0,5,,22,22,5,31,7,31,45,7
76892,VALLE DEL CAUCA,YUMBO,114,0,42,49,78,220,137,97,349,246,278,111,236,140,81,20
76895,VALLE DEL CAUCA,ZARZAL,0,0,0,1,24,8,68,71,92,104,91,91,100,62,136,25
81001,ARAUCA,ARAUCA,1000,880,985,1396,653,1129,544,919,1898,1890,1239,736,833,610,408,130
81065,ARAUCA,ARAUQUITA,158,30,39,50,52,735,101,126,593,1120,540,1044,316,602,421,114
81220,ARAUCA,CRAVO NORTE,296,0,60,40,8,59,26,28,49,29,17,48,54,37,17,2
81300,ARAUCA,FORTUL,18,81,182,15,168,439,90,430,583,757,367,359,300,180,157,64
81591,ARAUCA,PUERTO RONDON,0,330,248,29,197,396,119,,18,8,126,122,7,84,30,3
81736,ARAUCA,SARAVENA,375,365,350,537,1195,1017,224,1696,2264,2680,838,795,269,562,479,150
81794,ARAUCA,TAME,153,90,576,1282,694,555,476,817,2182,3600,1540,2377,686,1076,784,251
85001,CASANARE,YOPAL,1190,700,864,1138,928,1735,812,784,1120,774,882,543,387,153,177,45
85010,CASANARE,AGUAZUL,130,240,149,111,69,68,55,106,496,116,179,91,112,83,70,39
85015,CASANARE,CHAMEZA,0,0,0,105,16,26,11,43,29,0,,5,0,2,23,0
85125,CASANARE,HATO COROZAL,170,50,128,204,26,51,210,116,110,24,27,44,21,36,31,5
85136,CASANARE,LA SALINA,0,0,0,35,0,0,0,,5,0,1,12,0,11,26,9
85139,CASANARE,MANI,0,407,131,0,2,1652,19,96,30,12,41,28,25,17,39,5
85162,CASANARE,MONTERREY,35,588,142,329,44,1193,9,71,34,93,64,43,53,4,16,0
85225,CASANARE,NUNCHIA,0,159,14,22,18,75,30,,12,12,20,48,7,15,53,6
85230,CASANARE,OROCUE,0,0,55,58,0,25,36,87,7,24,29,26,40,20,16,24
85250,CASANARE,PAZ DE ARIPORO,44,0,46,91,31,80,72,133,238,125,106,79,85,41,81,20
85263,CASANARE,PORE,48,42,55,37,3,29,15,,7,6,8,27,24,4,18,7
85279,CASANARE,RECETOR,0,0,0,184,46,0,0,,0,2,6,8,0,15,1,0
85300,CASANARE,SABANALARGA,0,0,0,33,13,0,7,,16,19,9,8,10,0,0,0
85315,CASANARE,SACAMA,0,0,0,135,185,34,130,54,29,17,21,35,4,48,11,7
85325,CASANARE,SAN LUIS DE PALENQUE,0,0,0,0,1,27,0,34,35,5,1,8,3,5,3,0
85400,CASANARE,TAMARA,0,174,0,22,1,39,5,47,9,0,21,52,7,86,83,20
85410,CASANARE,TAURAMENA,73,355,194,32,41,905,25,68,38,35,38,61,27,62,30,16
85430,CASANARE,TRINIDAD,0,0,0,23,11,85,10,76,7,20,5,41,12,21,18,15
85440,CASANARE,VILLANUEVA,0,0,0,103,18,405,23,143,152,243,98,89,38,74,82,26
86001,PUTUMAYO,MOCOA,970,2104,2520,3626,1666,1909,2678,882,2055,2220,1285,303,1085,284,278,128
86219,PUTUMAYO,COLON,0,0,128,48,43,25,90,88,85,123,34,25,49,39,17,14
86320,PUTUMAYO,ORITO,160,1803,352,390,288,304,471,181,409,676,571,967,384,852,820,255
86568,PUTUMAYO,PUERTO ASIS,1170,500,377,1666,2932,4308,2264,2876,4541,3898,2510,2144,1608,2005,1520,494
86569,PUTUMAYO,PUERTO CAICEDO,0,0,84,162,80,143,222,81,145,407,240,481,340,473,399,91
86571,PUTUMAYO,PUERTO GUZMAN,200,0,0,25,352,420,168,89,334,347,174,1677,103,1231,1039,342
86573,PUTUMAYO,LEGUIZAMO,70,142,313,428,216,260,304,175,263,346,316,936,325,1059,870,217
86749,PUTUMAYO,SIBUNDOY,0,95,158,331,186,422,247,227,337,398,186,74,101,44,45,7
86755,PUTUMAYO,SAN FRANCISCO,0,0,88,99,27,10,68,49,74,32,45,21,52,33,9,11
86757,PUTUMAYO,SAN MIGUEL,305,1325,490,112,49,96,197,17,325,147,129,789,241,777,631,133
86760,PUTUMAYO,SANTIAGO,0,0,30,36,43,20,40,18,76,20,46,10,19,40,13,3
86865,PUTUMAYO,VALLE DEL GUAMUEZ,1470,1390,465,378,1833,367,272,1088,458,205,173,1253,195,1502,1136,329
86885,PUTUMAYO,VILLAGARZON,0,0,91,508,671,219,466,272,239,457,332,561,335,311,305,114
88001,SAN ANDRES,SAN ANDRES,0,0,0,28,0,15,0,,0,0,,0,1,5,1,0
88564,SAN ANDRES,PROVIDENCIA,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0
91001,AMAZONAS,LETICIA,0,0,30,46,99,118,92,131,52,53,52,74,43,70,66,15
